Index,Is Reference,Name,Brightest Detector,ra,dec,t90,Binsize,Distance,Sigma
176,0,GRB090926181,n7,353.4,-66.32,13.76,1.0,75357.0,317.305
178,0,GRB150628767,n7,347.02,-66.18,0.64,0.1,268953.0,2256.311
224,0,GRB140508179,n8,350.53,-63.78,19.456,1.0,14320.0,49.029
226,0,GRB180727594,n9,346.66,-63.05,0.896,0.1,267946.0,2258.725
257,0,GRB150206285,n2,357.94,-61.61,23.296,1.0,10073.0,30.362
166,1,GRB170323775,n9,348.83,-66.81,35.328,1.0,0.0,
176,0,GRB090926181,n7,353.4,-66.32,13.76,1.0,92546.0,649.586
178,0,GRB150628767,n7,347.02,-66.18,0.64,0.1,164809.0,1167.154
223,0,GRB170127067,n4,339.33,-63.94,0.128,0.1,152696.0,1219.139
224,0,GRB140508179,n8,350.53,-63.78,19.456,1.0,16354.0,107.431
226,0,GRB180727594,n9,346.66,-63.05,0.896,0.1,163000.0,1174.918
304,0,GRB200219317,n3,342.64,-59.12,1.152,0.1,165480.0,1164.275
167,1,GRB181128751,n6,182.82,-66.74,17.664,1.0,0.0,
210,0,GRB180113418,n1,174.63,-64.74,24.576,1.0,64360.0,640.918
260,0,GRB180822562,n0,185.25,-61.49,152.003,1.0,10681.0,98.74
266,0,GRB211107848,n4,183.42,-61.22,8.384,1.0,11056.0,102.528
283,0,GRB130304658,na,178.87,-60.29,23.296,1.0,11922.0,111.274
284,0,GRB190422957,n8,182.12,-60.24,213.252,1.0,6959.0,61.146
285,0,GRB080723557,n4,176.8,-60.2,58.369,1.0,35668.0,351.118
287,0,GRB080714745,n5,188.1,-60.2,59.649,1.0,5343.0,44.824
291,0,GRB160912350,n7,183.29,-60.04,32.705,1.0,7750.0,69.136
312,0,GRB140929677,n0,177.45,-58.64,37.12,1.0,2737.0,18.502
316,0,GRB110207959,n8,179.0,-58.43,7.68,1.0,1040.0,1.362
344,0,GRB111009282,n1,183.04,-56.82,20.736,1.0,15007.0,142.434
168,1,GRB181208188,n0,104.11,-66.66,62.465,1.0,0.0,
188,0,GRB120426090,na,111.54,-65.63,2.688,1.0,27064.0,127.501
205,0,GRB190804058,n4,108.02,-64.86,4.224,1.0,52488.0,259.495
207,0,GRB120921877,n4,96.42,-64.77,5.632,1.0,33597.0,161.418
215,0,GRB150805445,n2,95.76,-64.33,45.825,1.0,50518.0,249.267
288,0,GRB140716436,n4,108.17,-60.18,168.253,1.0,112319.0,570.12
289,0,GRB130701060,na,97.79,-60.13,20.224,1.0,24202.0,112.642
169,1,GRB191118925,n5,213.99,-48.4,36.353,1.0,0.0,
367,0,GRB150425617,n6,214.23,-55.5,4.352,1.0,18697.0,98.93
436,0,GRB180125891,n4,213.32,-52.67,22.784,1.0,12743.0,64.544
446,0,GRB080831053,n1,211.2,-51.7,0.576,0.1,286633.0,1406.721
448,0,GRB110319628,na,207.96,-51.58,15.104,1.0,29002.0,158.445
484,0,GRB130121835,n8,211.31,-49.49,178.691,1.0,55604.0,312.081
521,0,GRB150830128,n6,207.25,-47.78,44.801,1.0,10709.0,52.797
535,0,GRB141102536,n1,208.61,-47.1,2.624,1.0,12013.0,60.328
536,0,GRB090706283,n0,205.07,-47.07,57.857,1.0,46394.0,258.89
547,0,GRB170308221,na,216.35,-46.33,11.52,1.0,9687.0,46.895
570,0,GRB090427644,n6,210.0,-45.7,1.024,0.1,293154.0,1386.406
575,0,GRB120919309,n1,214.77,-45.56,21.248,1.0,18312.0,96.707
581,0,GRB110511616,n6,214.1,-45.42,5.888,1.0,12737.0,64.509
583,0,GRB120323162,na,211.1,-45.23,4.352,1.0,9383.0,45.139
628,0,GRB190824616,n4,215.33,-41.9,108.546,1.0,47175.0,263.401
640,0,GRB211224980,n0,220.89,-41.57,0.192,0.1,277920.0,1433.864
665,0,GRB191019970,n5,216.34,-40.63,137.73,1.0,24162.0,130.493
667,0,GRB190222312,n8,214.53,-40.53,13.824,1.0,14101.0,72.387
170,1,GRB200705674,n4,60.48,-48.33,16.128,1.0,0.0,
195,0,GRB200317028,n1,65.54,-46.32,7.616,1.0,33540.0,207.403
351,0,GRB120316008,n0,57.02,-56.29,26.624,1.0,54099.0,339.211
378,0,GRB081129161,na,63.2,-54.9,62.657,1.0,78812.0,497.652
472,0,GRB180404091,n3,53.4,-50.22,80.897,1.0,92510.0,585.473
476,0,GRB150923864,n7,67.23,-50.01,1.792,0.1,481609.0,920.37
514,0,GRB151114645,n0,62.14,-47.9,34.816,1.0,74174.0,467.917
515,0,GRB100204024,n9,50.78,-47.89,49.665,1.0,79412.0,501.499
516,0,GRB180611145,n1,51.61,-47.86,8.96,1.0,39590.0,246.191
577,0,GRB120319983,n6,69.85,-45.44,72.448,1.0,122145.0,775.469
596,0,GRB151111356,n7,56.84,-44.16,46.336,1.0,82173.0,519.2
605,0,GRB081118876,n0,54.6,-43.3,20.736,1.0,47057.0,294.064
171,1,GRB111107035,n8,129.48,-66.52,12.032,1.0,0.0,
269,0,GRB120304061,n7,127.15,-61.12,9.984,1.0,6794.0,60.685
282,0,GRB130730243,n6,133.75,-60.36,27.904,1.0,3260.0,25.038
303,0,GRB141031304,n1,128.61,-59.17,19.456,1.0,3387.0,26.319
172,1,GRB190420981,n0,319.29,-66.41,1.472,0.1,0.0,
190,0,GRB101023951,n5,317.97,-65.39,76.801,1.0,316372.0,4036.467
203,0,GRB150826557,n9,317.97,-64.94,33.024,1.0,251649.0,3206.569
222,0,GRB110818860,nb,317.34,-63.98,67.073,1.0,233609.0,2975.255
232,0,GRB150403913,n3,311.5,-62.71,22.272,1.0,219784.0,2797.986
251,0,GRB141013803,na,315.06,-61.89,82.432,1.0,221449.0,2819.335
279,0,GRB160424492,n0,319.48,-60.61,6.592,1.0,206759.0,2630.976
173,1,GRB151003729,n4,60.34,-66.37,44.032,1.0,0.0,
198,0,GRB090924625,n9,69.73,-65.02,0.352,0.1,250070.0,1854.761
204,0,GRB190903722,n8,62.43,-64.86,0.272,0.1,248526.0,1860.392
230,0,GRB131030653,n7,61.45,-62.8,53.248,1.0,28976.0,178.624
234,0,GRB081204004,n1,63.3,-62.6,7.424,1.0,9165.0,49.351
239,0,GRB110521478,n2,57.54,-62.34,6.141,1.0,8222.0,43.198
258,0,GRB151231443,nb,65.63,-61.54,71.425,1.0,19768.0,118.539
294,0,GRB200901158,n2,61.76,-59.88,10.176,1.0,2706.0,7.204
298,0,GRB200126466,n3,59.47,-59.62,0.768,0.1,252628.0,1845.431
309,0,GRB180412425,n6,62.32,-59.01,20.992,1.0,7010.0,35.289
315,0,GRB120210650,n0,54.65,-58.52,1.344,0.1,265760.0,1797.538
174,1,GRB210113379,n5,276.64,-47.51,38.4,1.0,0.0,
197,0,GRB210211363,n1,269.44,-46.27,28.673,1.0,3305.0,10.366
364,0,GRB140506880,n5,276.77,-55.64,64.128,1.0,24307.0,139.737
380,0,GRB210204777,n1,272.49,-54.81,32.0,1.0,6017.0,27.072
391,0,GRB160513553,n8,273.57,-54.42,1.664,0.1,289035.0,1481.756
399,0,GRB130515056,n8,283.42,-54.28,0.256,0.1,280092.0,1510.239
416,0,GRB190110726,n3,276.88,-53.68,8.96,1.0,5080.0,21.3
424,0,GRB130906435,n8,279.39,-53.38,8.192,1.0,10713.0,55.999
431,0,GRB100204566,n2,273.07,-52.78,32.513,1.0,27634.0,160.231
438,0,GRB141122875,n1,280.61,-52.52,30.72,1.0,7784.0,37.957
467,0,GRB210923124,n2,278.95,-50.54,128.512,1.0,5230.0,22.224
470,0,GRB150922883,n2,274.14,-50.47,2.816,1.0,3435.0,11.167
475,0,GRB100819498,na,279.6,-50.04,12.544,1.0,1970.0,2.143
489,0,GRB150721732,n8,282.88,-49.41,11.52,1.0,25730.0,148.503
549,0,GRB120304248,n4,277.28,-46.22,5.376,1.0,5957.0,26.702
572,0,GRB190607071,nb,271.83,-45.6,37.888,1.0,41754.0,247.21
582,0,GRB170301812,n4,278.55,-45.38,12.544,1.0,4126.0,15.424
609,0,GRB210228058,n4,283.48,-43.13,3.776,1.0,6980.0,33.004
624,0,GRB090610723,nb,275.99,-42.09,146.434,1.0,12102.0,64.555
639,0,GRB150219522,n4,271.27,-41.58,36.097,1.0,6790.0,31.834
666,0,GRB131211510,n0,271.34,-40.61,44.8,1.0,11415.0,60.323
175,1,GRB130722021,n6,119.86,-47.45,81.408,1.0,0.0,
347,0,GRB080916009,n3,119.8,-56.6,62.977,1.0,66433.0,392.1
395,0,GRB100201588,n9,115.67,-54.35,141.059,1.0,51542.0,301.197
401,0,GRB200923748,n0,126.3,-54.25,0.64,0.1,182845.0,2350.58
410,0,GRB140605377,n1,121.79,-53.86,0.512,0.1,182655.0,2351.232
428,0,GRB190510120,n0,124.54,-53.07,69.633,1.0,18466.0,99.282
429,0,GRB200709147,n2,119.87,-53.04,51.969,1.0,35457.0,203.005
450,0,GRB150627183,n4,117.49,-51.56,64.577,1.0,110648.0,662.013
455,0,GRB150718656,n1,124.75,-51.04,19.456,1.0,3797.0,9.735
468,0,GRB201207977,n8,124.14,-50.49,17.408,1.0,32471.0,184.777
491,0,GRB210706571,n6,113.95,-49.14,3.84,1.0,9784.0,46.283
502,0,GRB170825784,n4,116.32,-48.72,65.024,1.0,10060.0,47.968
504,0,GRB180416340,n0,116.31,-48.58,103.426,1.0,35440.0,202.901
510,0,GRB160227831,n9,123.43,-48.27,7.68,1.0,7599.0,32.944
512,0,GRB150322066,n3,125.84,-48.05,15.613,1.0,8114.0,36.088
555,0,GRB100718160,n1,121.83,-46.18,32.641,1.0,4733.0,15.449
564,0,GRB190320052,nb,117.81,-45.89,43.009,1.0,15043.0,78.387
580,0,GRB150523396,n0,115.29,-45.42,82.433,1.0,12144.0,60.689
620,0,GRB210904866,n5,124.65,-42.2,3.904,1.0,39279.0,226.337
625,0,GRB090701225,n6,114.69,-42.07,4.16,1.0,4180.0,12.073
712,0,GRB090117632,n9,121.6,-38.8,86.017,1.0,16855.0,89.448
719,0,GRB170915161,n4,120.26,-38.42,15.613,1.0,30603.0,173.374
176,1,GRB090926181,n7,353.4,-66.32,13.76,1.0,0.0,
178,0,GRB150628767,n7,347.02,-66.18,0.64,0.1,309752.0,191.948
224,0,GRB140508179,n8,350.53,-63.78,19.456,1.0,76461.0,349.684
226,0,GRB180727594,n9,346.66,-63.05,0.896,0.1,308637.0,195.371
257,0,GRB150206285,n2,357.94,-61.61,23.296,1.0,72991.0,333.508
295,0,GRB200617679,n8,359.11,-59.83,1.216,0.1,312730.0,182.807
323,0,GRB180620660,n4,357.52,-57.96,46.721,1.0,80126.0,366.769
177,1,GRB220518717,n0,293.32,-66.21,3.84,1.0,0.0,
187,0,GRB160303971,n6,302.2,-65.68,27.136,1.0,4645.0,46.351
200,0,GRB180528371,n7,284.67,-65.02,16.896,1.0,1056.0,5.528
235,0,GRB080905705,nb,301.7,-62.6,105.984,1.0,26931.0,299.841
245,0,GRB110929187,n9,288.19,-62.21,5.12,1.0,4705.0,47.033
178,1,GRB150628767,n7,347.02,-66.18,0.64,0.1,0.0,
223,0,GRB170127067,n4,339.33,-63.94,0.128,0.1,5712.0,51.08
224,0,GRB140508179,n8,350.53,-63.78,19.456,1.0,229181.0,2864.432
226,0,GRB180727594,n9,346.66,-63.05,0.896,0.1,2447.0,12.087
259,0,GRB171025913,n9,338.24,-61.52,7.936,1.0,221188.0,2763.894
304,0,GRB200219317,n3,342.64,-59.12,1.152,0.1,2416.0,11.716
325,0,GRB150821406,n9,341.91,-57.89,103.426,1.0,224751.0,2808.71
342,0,GRB210123305,n2,345.12,-56.93,13.056,1.0,208060.0,2598.768
179,1,GRB220124074,n0,274.51,-66.17,53.76,1.0,0.0,
193,0,GRB201217108,n4,273.28,-65.13,37.121,1.0,5476.0,21.909
219,0,GRB140612294,n7,267.38,-64.11,38.913,1.0,5775.0,23.724
241,0,GRB111003465,n3,276.76,-62.32,16.64,1.0,13009.0,67.635
253,0,GRB210119121,n0,282.8,-61.8,0.048,0.1,240758.0,2030.925
300,0,GRB120909070,n8,275.74,-59.45,112.066,1.0,48431.0,282.651
305,0,GRB140528837,n9,280.73,-59.08,13.568,1.0,15792.0,84.528
308,0,GRB101208498,n5,280.94,-59.02,2.048,1.0,27981.0,158.517
324,0,GRB090510325,nb,269.4,-57.9,7.424,1.0,1874.0,0.044
180,1,GRB210524208,n9,337.32,-47.05,20.992,1.0,0.0,
196,0,GRB210822273,nb,343.45,-46.3,18.624,1.0,6663.0,36.955
228,0,GRB200228291,n0,333.89,-42.94,3.584,1.0,5931.0,31.992
404,0,GRB120117291,n2,339.01,-54.25,3.328,1.0,14005.0,86.738
425,0,GRB200623752,n9,343.08,-53.38,0.704,0.1,207739.0,580.432
490,0,GRB201128746,n8,339.35,-49.25,11.264,1.0,25497.0,164.661
542,0,GRB120203812,n5,339.3,-46.59,10.24,1.0,15418.0,96.319
551,0,GRB110125894,n0,331.35,-46.21,4.8,1.0,9379.0,55.371
566,0,GRB110817191,n9,336.04,-45.84,5.949,1.0,15761.0,98.645
584,0,GRB170424425,n1,343.53,-45.2,53.249,1.0,11705.0,71.143
587,0,GRB200129409,n2,346.28,-44.97,0.112,0.1,207014.0,582.852
627,0,GRB180124392,n0,330.86,-41.94,86.528,1.0,15580.0,97.418
633,0,GRB170801690,nb,343.18,-41.75,10.24,1.0,12249.0,74.832
646,0,GRB160131116,n5,333.69,-41.44,34.816,1.0,12383.0,75.74
716,0,GRB110721200,n9,332.46,-38.63,21.822,1.0,8018.0,46.143
720,0,GRB190712018,n8,341.06,-38.41,1.792,0.1,219724.0,540.413
181,1,GRB120919816,n7,303.53,-66.16,20.48,1.0,0.0,
187,0,GRB160303971,n6,302.2,-65.68,27.136,1.0,11864.0,89.581
232,0,GRB150403913,n3,311.5,-62.71,22.272,1.0,19871.0,155.696
235,0,GRB080905705,nb,301.7,-62.6,105.984,1.0,10667.0,79.698
301,0,GRB100225115,n3,310.3,-59.4,12.992,1.0,1585.0,4.706
327,0,GRB200702892,n7,300.44,-57.74,23.04,1.0,4324.0,27.323
335,0,GRB130127299,n0,301.21,-57.21,19.456,1.0,4798.0,31.237
182,1,GRB180723757,n8,7.84,-66.11,19.712,1.0,0.0,
186,0,GRB090625560,n8,2.26,-65.78,13.056,1.0,24400.0,170.194
216,0,GRB181128129,n3,10.27,-64.3,1.728,0.1,233466.0,439.756
256,0,GRB150228981,n6,7.55,-61.73,36.609,1.0,25862.0,180.954
293,0,GRB180505540,n8,4.51,-59.89,21.76,1.0,18118.0,123.959
183,1,GRB200130248,n6,329.29,-65.93,56.577,1.0,0.0,
189,0,GRB130727698,nb,330.8,-65.54,12.992,1.0,2690.0,4.74
259,0,GRB171025913,n9,338.24,-61.52,7.936,1.0,4282.0,13.696
326,0,GRB140330180,n0,328.07,-57.74,34.049,1.0,2983.0,6.388
336,0,GRB110319815,n5,325.57,-57.11,31.232,1.0,2463.0,3.463
341,0,GRB131028096,n8,333.4,-56.94,14.336,1.0,6500.0,26.173
184,1,GRB101011707,n8,48.3,-65.9,36.352,1.0,0.0,
191,0,GRB170827818,n1,48.79,-65.38,0.832,0.1,217216.0,1364.047
214,0,GRB211216282,n9,44.36,-64.35,20.224,1.0,4989.0,23.552
225,0,GRB130523198,n6,39.49,-63.07,5.376,1.0,6616.0,34.093
239,0,GRB110521478,n2,57.54,-62.34,6.141,1.0,4769.0,22.126
243,0,GRB180625941,n4,39.13,-62.31,0.704,0.1,213847.0,1377.249
315,0,GRB120210650,n0,54.65,-58.52,1.344,0.1,224189.0,1336.722
339,0,GRB150702998,n4,52.78,-57.0,45.825,1.0,5684.0,28.055
185,1,GRB181231359,n2,31.96,-46.44,3.072,1.0,0.0,
255,0,GRB190531840,n3,24.37,-41.97,38.145,1.0,44936.0,453.002
394,0,GRB171010875,n7,34.12,-54.41,25.344,1.0,1648.0,11.116
434,0,GRB191026350,n8,37.17,-52.7,59.136,1.0,2758.0,22.447
454,0,GRB101014175,n7,26.94,-51.07,449.415,1.0,298640.0,3042.825
486,0,GRB211204144,n7,35.42,-49.45,77.056,1.0,3146.0,26.408
523,0,GRB081226509,n6,25.5,-47.4,0.192,0.1,181285.0,145.67
559,0,GRB210324833,n3,37.57,-45.99,67.073,1.0,29200.0,292.368
573,0,GRB120926753,n8,24.61,-45.58,3.072,1.0,887.0,3.348
592,0,GRB140817229,n8,29.05,-44.48,26.112,1.0,2105.0,15.781
593,0,GRB100517132,n6,40.63,-44.32,19.84,1.0,1868.0,13.362
610,0,GRB191221802,n9,40.83,-43.04,2.24,1.0,1264.0,7.196
644,0,GRB090327404,n1,33.1,-41.5,14.08,1.0,1237.0,6.921
657,0,GRB180122129,n4,26.43,-41.06,4.352,1.0,1289.0,7.451
661,0,GRB150817251,n8,31.05,-41.0,13.312,1.0,4949.0,44.813
186,1,GRB090625560,n8,2.26,-65.78,13.056,1.0,0.0,
216,0,GRB181128129,n3,10.27,-64.3,1.728,0.1,232365.0,511.395
256,0,GRB150228981,n6,7.55,-61.73,36.609,1.0,9303.0,75.156
293,0,GRB180505540,n8,4.51,-59.89,21.76,1.0,27901.0,240.853
314,0,GRB150306993,n4,0.63,-58.55,18.944,1.0,18590.0,157.898
187,1,GRB160303971,n6,302.2,-65.68,27.136,1.0,0.0,
232,0,GRB150403913,n3,311.5,-62.71,22.272,1.0,26641.0,224.08
235,0,GRB080905705,nb,301.7,-62.6,105.984,1.0,47034.0,402.397
327,0,GRB200702892,n7,300.44,-57.74,23.04,1.0,3451.0,21.306
335,0,GRB130127299,n0,301.21,-57.21,19.456,1.0,18771.0,155.264
188,1,GRB120426090,na,111.54,-65.63,2.688,1.0,0.0,
205,0,GRB190804058,n4,108.02,-64.86,4.224,1.0,21112.0,167.58
240,0,GRB191031780,n6,115.86,-62.34,77.825,1.0,21131.0,167.736
247,0,GRB160528276,n2,114.5,-62.11,7.168,1.0,21285.0,169.002
288,0,GRB140716436,n4,108.17,-60.18,168.253,1.0,42571.0,343.935
189,1,GRB130727698,nb,330.8,-65.54,12.992,1.0,0.0,
223,0,GRB170127067,n4,339.33,-63.94,0.128,0.1,196764.0,663.985
259,0,GRB171025913,n9,338.24,-61.52,7.936,1.0,3474.0,20.951
326,0,GRB140330180,n0,328.07,-57.74,34.049,1.0,3930.0,24.61
336,0,GRB110319815,n5,325.57,-57.11,31.232,1.0,3655.0,22.404
341,0,GRB131028096,n8,333.4,-56.94,14.336,1.0,3912.0,24.466
190,1,GRB101023951,n5,317.97,-65.39,76.801,1.0,0.0,
222,0,GRB110818860,nb,317.34,-63.98,67.073,1.0,49442.0,186.899
232,0,GRB150403913,n3,311.5,-62.71,22.272,1.0,19719.0,67.37
251,0,GRB141013803,na,315.06,-61.89,82.432,1.0,62891.0,240.983
279,0,GRB160424492,n0,319.48,-60.61,6.592,1.0,34081.0,125.125
301,0,GRB100225115,n3,310.3,-59.4,12.992,1.0,31013.0,112.788
349,0,GRB200924386,nb,317.3,-56.4,2.816,1.0,32048.0,116.95
191,1,GRB170827818,n1,48.79,-65.38,0.832,0.1,0.0,
214,0,GRB211216282,n9,44.36,-64.35,20.224,1.0,185072.0,2316.14
225,0,GRB130523198,n6,39.49,-63.07,5.376,1.0,247416.0,3102.488
239,0,GRB110521478,n2,57.54,-62.34,6.141,1.0,203539.0,2549.065
315,0,GRB120210650,n0,54.65,-58.52,1.344,0.1,2033.0,7.865
339,0,GRB150702998,n4,52.78,-57.0,45.825,1.0,188073.0,2353.992
192,1,GRB161105417,n1,249.25,-65.22,41.473,1.0,0.0,
199,0,GRB090602564,na,248.94,-65.02,20.736,1.0,6837.0,25.749
270,0,GRB210621447,na,248.31,-61.07,15.616,1.0,14512.0,64.653
278,0,GRB161110179,n1,254.91,-60.62,1.792,0.1,285283.0,1442.191
337,0,GRB110801335,na,248.27,-57.06,0.384,0.1,264397.0,1505.813
348,0,GRB100825287,na,253.44,-56.57,3.328,1.0,3409.0,8.373
193,1,GRB201217108,n4,273.28,-65.13,37.121,1.0,0.0,
208,0,GRB170126480,n9,263.63,-64.76,13.824,1.0,9114.0,54.359
219,0,GRB140612294,n7,267.38,-64.11,38.913,1.0,2406.0,6.831
241,0,GRB111003465,n3,276.76,-62.32,16.64,1.0,8934.0,53.083
300,0,GRB120909070,n8,275.74,-59.45,112.066,1.0,33222.0,225.17
305,0,GRB140528837,n9,280.73,-59.08,13.568,1.0,17197.0,111.629
308,0,GRB101208498,n5,280.94,-59.02,2.048,1.0,26959.0,180.795
324,0,GRB090510325,nb,269.4,-57.9,7.424,1.0,3715.0,16.105
194,1,GRB170210116,n2,226.05,-65.1,76.545,1.0,0.0,
212,0,GRB081225257,n1,234.1,-64.6,41.217,1.0,53884.0,217.154
236,0,GRB141016897,n6,221.45,-62.49,17.405,1.0,33952.0,131.933
252,0,GRB170727841,n9,218.85,-61.84,19.2,1.0,41539.0,164.372
281,0,GRB120511638,n6,226.93,-60.49,45.249,1.0,36378.0,142.306
317,0,GRB111015427,n2,220.65,-58.41,92.737,1.0,40360.0,159.331
195,1,GRB200317028,n1,65.54,-46.32,7.616,1.0,0.0,
378,0,GRB081129161,na,63.2,-54.9,62.657,1.0,10029.0,80.845
453,0,GRB160609941,n4,70.29,-51.13,60.16,1.0,7422.0,58.321
476,0,GRB150923864,n7,67.23,-50.01,1.792,0.1,181721.0,239.516
514,0,GRB151114645,n0,62.14,-47.9,34.816,1.0,6401.0,49.5
577,0,GRB120319983,n6,69.85,-45.44,72.448,1.0,7197.0,56.377
596,0,GRB151111356,n7,56.84,-44.16,46.336,1.0,8080.0,64.006
196,1,GRB210822273,nb,343.45,-46.3,18.624,1.0,0.0,
357,0,GRB190726843,n8,342.68,-55.98,224.26,1.0,13096.0,94.323
404,0,GRB120117291,n2,339.01,-54.25,3.328,1.0,4274.0,25.51
425,0,GRB200623752,n9,343.08,-53.38,0.704,0.1,217714.0,798.83
449,0,GRB130830921,n8,350.97,-51.57,36.352,1.0,12147.0,86.921
490,0,GRB201128746,n8,339.35,-49.25,11.264,1.0,15170.0,110.501
518,0,GRB180807097,nb,349.93,-47.84,54.272,1.0,5323.0,33.692
529,0,GRB181026540,n8,352.43,-47.37,44.8,1.0,3923.0,22.772
542,0,GRB120203812,n5,339.3,-46.59,10.24,1.0,7370.0,49.659
548,0,GRB170803415,n8,352.69,-46.33,66.816,1.0,6543.0,43.209
566,0,GRB110817191,n9,336.04,-45.84,5.949,1.0,17654.0,129.876
584,0,GRB170424425,n1,343.53,-45.2,53.249,1.0,4922.0,30.564
587,0,GRB200129409,n2,346.28,-44.97,0.112,0.1,216269.0,805.106
633,0,GRB170801690,nb,343.18,-41.75,10.24,1.0,3183.0,17.0
670,0,GRB160411062,n4,349.36,-40.24,0.672,0.1,223647.0,773.06
720,0,GRB190712018,n8,341.06,-38.41,1.792,0.1,230899.0,741.561
744,0,GRB111120556,n2,344.6,-37.34,98.626,1.0,6939.0,46.297
198,1,GRB090924625,n9,69.73,-65.02,0.352,0.1,0.0,
204,0,GRB190903722,n8,62.43,-64.86,0.272,0.1,1385.0,0.687
227,0,GRB131105087,n7,71.01,-62.98,112.642,1.0,180978.0,2095.65
230,0,GRB131030653,n7,61.45,-62.8,53.248,1.0,164414.0,1902.297
234,0,GRB081204004,n1,63.3,-62.6,7.424,1.0,185288.0,2145.962
258,0,GRB151231443,nb,65.63,-61.54,71.425,1.0,230677.0,2675.793
273,0,GRB150514774,n3,74.85,-60.91,10.813,1.0,222042.0,2574.996
290,0,GRB130617564,n2,74.73,-60.06,0.768,0.1,2264.0,10.26
292,0,GRB150827785,n0,68.3,-60.0,10.496,1.0,197968.0,2293.977
294,0,GRB200901158,n2,61.76,-59.88,10.176,1.0,241180.0,2798.396
309,0,GRB180412425,n6,62.32,-59.01,20.992,1.0,217572.0,2522.817
329,0,GRB091031500,n9,71.7,-57.5,33.921,1.0,230410.0,2672.677
334,0,GRB161001045,n3,71.92,-57.26,2.24,1.0,170929.0,1978.347
199,1,GRB090602564,na,248.94,-65.02,20.736,1.0,0.0,
270,0,GRB210621447,na,248.31,-61.07,15.616,1.0,7778.0,55.273
278,0,GRB161110179,n1,254.91,-60.62,1.792,0.1,271652.0,1025.666
337,0,GRB110801335,na,248.27,-57.06,0.384,0.1,251018.0,1119.607
348,0,GRB100825287,na,253.44,-56.57,3.328,1.0,2597.0,12.614
200,1,GRB180528371,n7,284.67,-65.02,16.896,1.0,0.0,
241,0,GRB111003465,n3,276.76,-62.32,16.64,1.0,10614.0,81.967
245,0,GRB110929187,n9,288.19,-62.21,5.12,1.0,4792.0,33.023
253,0,GRB210119121,n0,282.8,-61.8,0.048,0.1,204101.0,851.079
277,0,GRB161106786,n1,284.53,-60.65,12.544,1.0,4578.0,31.224
305,0,GRB140528837,n9,280.73,-59.08,13.568,1.0,23091.0,186.859
308,0,GRB101208498,n5,280.94,-59.02,2.048,1.0,23603.0,191.164
331,0,GRB081008832,n1,280.0,-57.4,126.722,1.0,5031.0,35.032
338,0,GRB170416583,na,284.22,-57.02,61.952,1.0,14201.0,112.123
201,1,GRB110411629,n8,210.3,-64.99,23.552,1.0,0.0,
211,0,GRB091017985,n0,214.4,-64.74,44.8,1.0,15444.0,108.194
250,0,GRB170912273,n9,215.46,-62.0,13.568,1.0,2796.0,12.347
252,0,GRB170727841,n9,218.85,-61.84,19.2,1.0,4152.0,22.623
254,0,GRB170112970,n0,207.76,-61.77,7.36,1.0,6929.0,43.667
262,0,GRB140115863,n4,210.03,-61.41,14.909,1.0,4948.0,28.655
313,0,GRB140710901,na,204.65,-58.59,11.52,1.0,6123.0,37.559
332,0,GRB120220210,n9,206.13,-57.36,21.248,1.0,2882.0,12.999
202,1,GRB210317381,n2,154.22,-64.94,46.337,1.0,0.0,
221,0,GRB150204272,n7,160.24,-64.04,11.008,1.0,6584.0,32.397
238,0,GRB121217313,n9,153.71,-62.35,828.672,1.0,439593.0,2892.771
248,0,GRB150802127,n5,151.53,-62.08,313.093,1.0,12505.0,71.51
249,0,GRB130406288,n9,157.78,-62.05,7.936,1.0,10922.0,61.053
265,0,GRB080719529,n6,153.2,-61.3,16.128,1.0,14444.0,84.319
302,0,GRB100916779,n4,151.96,-59.38,12.8,1.0,10936.0,61.145
361,0,GRB160827586,n4,155.16,-55.91,51.2,1.0,3830.0,14.205
366,0,GRB200323782,n6,156.47,-55.54,2.112,1.0,7149.0,36.129
203,1,GRB150826557,n9,317.97,-64.94,33.024,1.0,0.0,
222,0,GRB110818860,nb,317.34,-63.98,67.073,1.0,5236.0,26.792
232,0,GRB150403913,n3,311.5,-62.71,22.272,1.0,20376.0,132.171
251,0,GRB141013803,na,315.06,-61.89,82.432,1.0,9924.0,59.422
279,0,GRB160424492,n0,319.48,-60.61,6.592,1.0,6086.0,32.708
301,0,GRB100225115,n3,310.3,-59.4,12.992,1.0,2755.0,9.523
349,0,GRB200924386,nb,317.3,-56.4,2.816,1.0,3003.0,11.249
204,1,GRB190903722,n8,62.43,-64.86,0.272,0.1,0.0,
227,0,GRB131105087,n7,71.01,-62.98,112.642,1.0,179898.0,2371.096
230,0,GRB131030653,n7,61.45,-62.8,53.248,1.0,163306.0,2150.653
234,0,GRB081204004,n1,63.3,-62.6,7.424,1.0,184050.0,2426.26
239,0,GRB110521478,n2,57.54,-62.34,6.141,1.0,195866.0,2583.249
258,0,GRB151231443,nb,65.63,-61.54,71.425,1.0,229329.0,3027.841
292,0,GRB150827785,n0,68.3,-60.0,10.496,1.0,196669.0,2593.917
294,0,GRB200901158,n2,61.76,-59.88,10.176,1.0,239677.0,3165.326
298,0,GRB200126466,n3,59.47,-59.62,0.768,0.1,1943.0,6.522
309,0,GRB180412425,n6,62.32,-59.01,20.992,1.0,216177.0,2853.103
